Thread  	Address                 	Instruction                     	Result                                  	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FECC                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=0040495E PF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=000000CC                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=0000001C                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=00000000                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF14 PF=1                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=0040495F                            	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	AF=1                                    	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE2D                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404960                            	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000002D                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=0000000C                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=C3B67C9E                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF10 PF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=00404961                            	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	AF=1                                    	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FEE6                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404962 AF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=000000E6                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_40410E	mov     eax, [esi]              	EAX=3C498362                            	
00000E9C	.vmp0:sub_4041EF-DF     	sub     ebp, 4                  	EBP=0022FF0C PF=1 AF=1                  	
00000E9C	.vmp0:sub_4041EF-DC     	mov     [ebp+0], eax            	                                        	
00000E9C	.vmp0:sub_4041EF-D9     	sub     esi, 0FFFFFFFCh         	ESI=00404966 CF=1                       	
00000E9C	.vmp0:sub_4041EF-D6     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	CF=0 PF=0 AF=0                          	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE4E                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404967                            	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000004E                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4043A8	mov     eax, [ebp+0]            	EAX=3C498362                            	
00000E9C	.vmp0:sub_4041EF+1BC    	add     [ebp+4], eax            	CF=1 PF=1 AF=1 ZF=1                     	
00000E9C	.vmp0:sub_4041EF+1BF    	pushf                           	ESP=0022FE64                            	
00000E9C	.vmp0:sub_4041EF+1C0    	pop     dword ptr [ebp+0]       	ESP=0022FE68                            	
00000E9C	.vmp0:sub_4041EF+1C3    	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=3C498315                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404968 CF=0 PF=0 AF=0 ZF=0        	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=00000015                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000018                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=00404969 CF=1 PF=1 AF=1             	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000257                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF10 CF=0 PF=0                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=000000CC                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=0040496A PF=1 AF=0                  	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000000                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=00000000                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF0C AF=1                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=0040496B PF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	                                        	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FECC                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=0040496C PF=1                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=000000CC                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000038                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=00404AA5                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF08 PF=0                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=0040496D                            	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=1                                    	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FEA7                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=0040496E PF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=000000A7                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042F7	mov     esi, [ebp+0]            	ESI=00404AA5                            	
00000E9C	.vmp0:sub_4041EF+10B    	add     ebp, 4                  	EBP=0022FF0C PF=1                       	
00000E9C	.vmp0:sub_4041EF+10E    	jmp     loc_404211              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404211	add     esi, [ebp+0]            	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000015                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404AA6                            	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=0000003C                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=00404AA7 CF=1 PF=0 AF=1             	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000000                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF10 CF=0                       	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=000000EC                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404AA8 AF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_40410E	mov     eax, [esi]              	EAX=C3B67C9E                            	
00000E9C	.vmp0:sub_4041EF-DF     	sub     ebp, 4                  	EBP=0022FF0C PF=1 AF=1                  	
00000E9C	.vmp0:sub_4041EF-DC     	mov     [ebp+0], eax            	                                        	
00000E9C	.vmp0:sub_4041EF-D9     	sub     esi, 0FFFFFFFCh         	ESI=00404AAC CF=1                       	
00000E9C	.vmp0:sub_4041EF-D6     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FEB8                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	CF=0 PF=0 AF=0                          	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE13                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=00404AAD                            	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=00000013                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4043A8	mov     eax, [ebp+0]            	EAX=C3B67C9E                            	
00000E9C	.vmp0:sub_4041EF+1BC    	add     [ebp+4], eax            	SF=1                                    	
00000E9C	.vmp0:sub_4041EF+1BF    	pushf                           	ESP=0022FE64                            	
00000E9C	.vmp0:sub_4041EF+1C0    	pop     dword ptr [ebp+0]       	ESP=0022FE68                            	
